City_Name,City_Code,Date,Cumulative_verified_cases,Cumulated_recovered,Cumulated_deaths,Cumulated_number_of_tests,Cumulated_number_of_diagnostic_tests,colour,final_score,Latitude,Longitude,Ecolour,Verified_cases,Recovered,Deaths,Tests,Diagnostic_tests
יהוד,9400,01/09/2021,2911,2560,17,84686,83309,כתום,7.3,32.0782531,34.8838696,Orange,693,457,1,15946,15795
יהוד,9400,01/10/2021,3586,3449,20,100312,98641,ירוק,3.7,32.0782531,34.8838696,Green,675,889,3,15626,15332
יהוד,9400,01/11/2021,3723,3667,22,110683,108837,ירוק,0.9,32.0782531,34.8838696,Green,137,218,2,10371,10196
יהוד,9400,01/12/2021,3746,3694,22,118251,116288,ירוק,2.4,32.0782531,34.8838696,Green,23,27,0,7568,7451
יהוד,9400,01/01/2022,3888,3726,22,130537,128520,כתום,7.1,32.0782531,34.8838696,Orange,142,32,0,12286,12232
יהוד,9400,01/02/2022,10184,8863,23,179239,174964,אדום,10,32.0782531,34.8838696,Red,6296,5137,1,48702,46444
יהוד,9400,01/03/2022,12617,12286,26,192831,187525,אדום,8.1,32.0782531,34.8838696,Red,2433,3423,3,13592,12561
יהוד,9400,01/04/2022,13995,13595,26,202254,195598,אדום,9.7,32.0782531,34.8838696,Red,1378,1309,0,9423,8073
יהוד,9400,01/05/2022,14711,14591,26,209923,201924,כתום,6,32.0782531,34.8838696,Orange,716,996,0,7669,6326
יהוד,9400,01/06/2022,15019,14919,26,214778,206399,כתום,6.3,32.0782531,34.8838696,Orange,308,328,0,4855,4475
ירושלים,3000,01/04/2020,931,15,<15,8138,7851,,,31.79592425,35.21198076,,15019,14919,26,214778,206399
ירושלים,3000,01/05/2020,3486,1611,52,50525,42039,,,31.79592425,35.21198076,,2555,1596,44.5,42387,34188
ירושלים,3000,01/06/2020,3837,3196,62,74470,61435,,,31.79592425,35.21198076,,351,1585,10,23945,19396
ירושלים,3000,01/07/2020,4866,3632,70,122730,107865,,,31.79592425,35.21198076,,1029,436,8,48260,46430
ירושלים,3000,01/08/2020,12013,7894,102,203177,183007,,,31.79592425,35.21198076,,7147,4262,32,80447,75142
ירושלים,3000,01/09/2020,18955,15410,149,280404,256456,צהוב,5.9,31.79592425,35.21198076,Yellow,6942,7516,47,77227,73449
ירושלים,3000,01/10/2020,35446,26282,204,395041,366845,אדום,8.8,31.79592425,35.21198076,Red,16491,10872,55,114637,110389
ירושלים,3000,01/11/2020,43969,41146,287,498486,465961,ירוק,3.7,31.79592425,35.21198076,Green,8523,14864,83,103445,99116
ירושלים,3000,01/12/2020,47251,44325,335,595787,561294,צהוב,5.2,31.79592425,35.21198076,Yellow,3282,3179,48,97301,95333
ירושלים,3000,01/01/2021,65154,54367,448,816923,779243,אדום,8.1,31.79592425,35.21198076,Red,17903,10042,113,221136,217949
ירושלים,3000,01/02/2021,107085,93671,700,1110003,1067324,אדום,7.8,31.79592425,35.21198076,Red,41931,39304,252,293080,288081
ירושלים,3000,01/03/2021,122645,115283,845,1247270,1200930,כתום,7.2,31.79592425,35.21198076,Orange,15560,21612,145,137267,133606
ירושלים,3000,01/04/2021,129292,126129,903,1393597,1343160,ירוק,2,31.79592425,35.21198076,Green,6647,10846,58,146327,142230
ירושלים,3000,01/05/2021,129878,127509,926,1471487,1418817,ירוק,2.4,31.79592425,35.21198076,Green,586,1380,23,77890,75657
ירושלים,3000,01/06/2021,129990,127797,932,1523655,1470576,ירוק,0.4,31.79592425,35.21198076,Green,112,288,6,52168,51759
ירושלים,3000,01/07/2021,130072,127941,934,1583577,1530144,ירוק,0.9,31.79592425,35.21198076,Green,82,144,2,59922,59568
ירושלים,3000,01/08/2021,130926,128411,936,1718767,1665074,ירוק,3.9,31.79592425,35.21198076,Green,854,470,2,135190,134930
ירושלים,3000,01/09/2021,140431,133471,951,1971125,1915979,כתום,6.8,31.79592425,35.21198076,Orange,9505,5060,15,252358,250905
ירושלים,3000,01/10/2021,153845,148389,982,2214075,2156036,צהוב,5.1,31.79592425,35.21198076,Yellow,13414,14918,31,242950,240057
ירושלים,3000,01/11/2021,158672,155542,996,2468008,2406510,ירוק,3.6,31.79592425,35.21198076,Green,4827,7153,14,253933,250474
ירושלים,3000,01/12/2021,161329,158120,1008,2727538,2661872,צהוב,4.8,31.79592425,35.21198076,Yellow,2657,2578,12,259530,255362
ירושלים,3000,01/01/2022,168547,162369,1013,3047938,2978953,כתום,6.7,31.79592425,35.21198076,Orange,7218,4249,5,320400,317081
ירושלים,3000,01/02/2022,300252,272629,1116,3746315,3650357,אדום,10,31.79592425,35.21198076,Red,131705,110260,103,698377,671404
ירושלים,3000,01/03/2022,331671,326470,1214,3976401,3861736,צהוב,5.2,31.79592425,35.21198076,Yellow,31419,53841,98,230086,211379
ירושלים,3000,01/04/2022,343028,338158,1233,4145625,4011121,אדום,7.6,31.79592425,35.21198076,Red,11357,11688,19,169224,149385
ירושלים,3000,01/05/2022,350315,347664,1236,4283180,4133171,צהוב,4.8,31.79592425,35.21198076,Yellow,7287,9506,3,137555,122050
ירושלים,3000,01/06/2022,354453,352030,1239,4411324,4257601,צהוב,5,31.79592425,35.21198076,Yellow,4138,4366,3,128144,124430
כפר ברא,633,01/04/2020,0,0,0,17,17,,,32.1310918,34.9703305,,354453,352030,1239,4411324,4257601
כפר ברא,633,01/05/2020,<15,0,0,139,135,,,32.1310918,34.9703305,,7.5,0,0,122,118
כפר ברא,633,01/06/2020,<15,<15,0,196,166,,,32.1310918,34.9703305,,0,7.5,0,57,31
כפר ברא,633,01/07/2020,<15,<15,0,431,397,,,32.1310918,34.9703305,,0,0,0,235,231
כפר ברא,633,01/08/2020,23,19,0,756,688,,,32.1310918,34.9703305,,15.5,11.5,0,325,291
כפר ברא,633,01/09/2020,154,91,0,1552,1452,אדום,8.1,32.1310918,34.9703305,Red,131,72,0,796,764
כפר ברא,633,01/10/2020,227,197,0,2148,1996,כתום,6.5,32.1310918,34.9703305,Orange,73,106,0,596,544
כפר ברא,633,01/11/2020,235,223,0,2411,2233,ירוק,3.8,32.1310918,34.9703305,Green,8,26,0,263,237
כפר ברא,633,01/12/2020,248,235,0,2763,2562,ירוק,3.9,32.1310918,34.9703305,Green,13,12,0,352,329
כפר ברא,633,01/01/2021,270,250,0,3253,3047,צהוב,5.5,32.1310918,34.9703305,Yellow,22,15,0,490,485
כפר ברא,633,01/02/2021,331,309,0,3751,3537,צהוב,5.1,32.1310918,34.9703305,Yellow,61,59,0,498,490
כפר ברא,633,01/03/2021,369,344,0,4132,3898,אדום,8.5,32.1310918,34.9703305,Red,38,35,0,381,361
כפר ברא,633,01/04/2021,388,382,0,4489,4244,ירוק,4.1,32.1310918,34.9703305,Green,19,38,0,357,346
כפר ברא,633,01/05/2021,388,384,0,4671,4422,ירוק,2,32.1310918,34.9703305,Green,0,2,0,182,178
כפר ברא,633,01/06/2021,388,385,0,4984,4735,ירוק,2,32.1310918,34.9703305,Green,0,1,0,313,313
כפר ברא,633,01/07/2021,388,385,0,5203,4954,ירוק,2,32.1310918,34.9703305,Green,0,0,0,219,219
כפר ברא,633,01/08/2021,412,388,0,6012,5762,אדום,7.7,32.1310918,34.9703305,Red,24,3,0,809,808
כפר ברא,633,01/09/2021,452,433,0,7074,6816,צהוב,5,32.1310918,34.9703305,Yellow,40,45,0,1062,1054
כפר ברא,633,01/10/2021,627,579,0,9329,9013,כתום,7,32.1310918,34.9703305,Orange,175,146,0,2255,2197
כפר ברא,633,01/11/2021,668,653,0,11349,10977,צהוב,4.8,32.1310918,34.9703305,Yellow,41,74,0,2020,1964
כפר ברא,633,01/12/2021,674,665,0,13051,12644,ירוק,2.9,32.1310918,34.9703305,Green,6,12,0,1702,1667
כפר ברא,633,01/01/2022,677,670,0,14216,13801,ירוק,3.5,32.1310918,34.9703305,Green,3,5,0,1165,1157
כפר ברא,633,01/02/2022,1265,1113,0,18975,18318,אדום,10,32.1310918,34.9703305,Red,588,443,0,4759,4517
כפר ברא,633,01/03/2022,1536,1506,0,20937,20149,צהוב,4.8,32.1310918,34.9703305,Yellow,271,393,0,1962,1831
כפר ברא,633,01/04/2022,1562,1557,0,22267,21279,ירוק,4,32.1310918,34.9703305,Green,26,51,0,1330,1130
כפר ברא,633,01/05/2022,1575,1570,0,22522,21519,צהוב,4.7,32.1310918,34.9703305,Yellow,13,13,0,255,240
כפר ברא,633,01/06/2022,1579,1579,0,24175,23079,ירוק,2,32.1310918,34.9703305,Green,4,9,0,1653,1560
כפר סבא,6900,01/04/2020,54,<15,0,799,765,,,32.1773471,34.907459,,1579,1579,0,24175,23079
כפר סבא,6900,01/05/2020,83,48,<15,3514,3224,,,32.1773471,34.907459,,29,40.5,7.5,2715,2459
כפר סבא,6900,01/06/2020,87,59,<15,6145,5789,,,32.1773471,34.907459,,4,11,0,2631,2565
כפר סבא,6900,01/07/2020,141,66,<15,11781,11390,,,32.1773471,34.907459,,54,7,0,5636,5601
כפר סבא,6900,01/08/2020,393,246,<15,20414,19690,,,32.1773471,34.907459,,252,180,0,8633,8300
כפר סבא,6900,01/09/2020,621,443,<15,29334,28458,ירוק,4.2,32.1773471,34.907459,Green,228,197,0,8920,8768
כפר סבא,6900,01/10/2020,1374,856,20,44103,42944,כתום,6.5,32.1773471,34.907459,Orange,753,413,12.5,14769,14486
כפר סבא,6900,01/11/2020,1669,1507,30,55897,54284,ירוק,1.3,32.1773471,34.907459,Green,295,651,10,11794,11340
כפר סבא,6900,01/12/2020,1753,1618,32,70419,68667,ירוק,2.5,32.1773471,34.907459,Green,84,111,2,14522,14383
כפר סבא,6900,01/01/2021,2241,1904,35,98016,96083,צהוב,5.8,32.1773471,34.907459,Yellow,488,286,3,27597,27416
כפר סבא,6900,01/02/2021,3276,2827,42,130180,127866,צהוב,5.3,32.1773471,34.907459,Yellow,1035,923,7,32164,31783
כפר סבא,6900,01/03/2021,3900,3598,49,149550,146993,צהוב,4.6,32.1773471,34.907459,Yellow,624,771,7,19370,19127
כפר סבא,6900,01/04/2021,4160,4024,51,171946,169191,ירוק,2.5,32.1773471,34.907459,Green,260,426,2,22396,22198
כפר סבא,6900,01/05/2021,4188,4081,52,185227,182369,ירוק,0.2,32.1773471,34.907459,Green,28,57,1,13281,13178
כפר סבא,6900,01/06/2021,4199,4093,53,196549,193646,ירוק,1,32.1773471,34.907459,Green,11,12,1,11322,11277
כפר סבא,6900,01/07/2021,4390,4108,53,212224,209271,אדום,8.9,32.1773471,34.907459,Red,191,15,0,15675,15625
כפר סבא,6900,01/08/2021,4981,4595,57,249314,246172,צהוב,5.7,32.1773471,34.907459,Yellow,591,487,4,37090,36901
כפר סבא,6900,01/09/2021,6947,6068,62,312129,308479,כתום,6.6,32.1773471,34.907459,Orange,1966,1473,5,62815,62307
כפר סבא,6900,01/10/2021,8221,7839,68,362351,358039,ירוק,3.9,32.1773471,34.907459,Green,1274,1771,6,50222,49560
כפר סבא,6900,01/11/2021,8406,8241,68,393246,388496,ירוק,2.1,32.1773471,34.907459,Green,185,402,0,30895,30457
כפר סבא,6900,01/12/2021,8439,8300,68,418301,413268,ירוק,0.9,32.1773471,34.907459,Green,33,59,0,25055,24772
כפר סבא,6900,01/01/2022,8851,8384,69,457167,451976,כתום,7.4,32.1773471,34.907459,Orange,412,84,1,38866,38708
כפר סבא,6900,01/02/2022,27250,22460,81,609413,599005,אדום,10,32.1773471,34.907459,Red,18399,14076,12,152246,147029
כפר סבא,6900,01/03/2022,37363,35890,88,659951,646350,אדום,8.1,32.1773471,34.907459,Red,10113,13430,7,50538,47345
כפר סבא,6900,01/04/2022,43201,41590,88,697167,679064,אדום,9.9,32.1773471,34.907459,Red,5838,5700,0,37216,32714
כפר סבא,6900,01/05/2022,46067,45634,90,728772,704908,כתום,6.1,32.1773471,34.907459,Orange,2866,4044,2,31605,25844
כפר סבא,6900,01/06/2022,47478,47007,93,749924,724395,כתום,7,32.1773471,34.907459,Orange,1411,1373,3,21152,19487
מבוא חורון,3709,01/04/2020,0,0,0,26,26,,,31.85034025,35.03570603,,47478,47007,93,749924,724395
מבוא חורון,3709,01/05/2020,0,0,0,59,59,,,31.85034025,35.03570603,,0,0,0,33,33
מבוא חורון,3709,01/06/2020,0,0,0,89,89,,,31.85034025,35.03570603,,0,0,0,30,30
מבוא חורון,3709,01/07/2020,<15,0,0,229,228,,,31.85034025,35.03570603,,7.5,0,0,140,139
מבוא חורון,3709,01/08/2020,26,<15,0,437,418,,,31.85034025,35.03570603,,18.5,7.5,0,208,190
מבוא חורון,3709,01/09/2020,36,28,0,534,515,ירוק,4.2,31.85034025,35.03570603,Green,10,20.5,0,97,97
מבוא חורון,3709,01/10/2020,106,53,0,852,833,אדום,10,31.85034025,35.03570603,Red,70,25,0,318,318
מבוא חורון,3709,01/11/2020,124,122,0,1116,1091,ירוק,2.2,31.85034025,35.03570603,Green,18,69,0,264,258
מבוא חורון,3709,01/12/2020,126,124,0,1552,1525,ירוק,2,31.85034025,35.03570603,Green,2,2,0,436,434
מבוא חורון,3709,01/01/2021,148,126,0,2516,2489,כתום,6.2,31.85034025,35.03570603,Orange,22,2,0,964,964
מבוא חורון,3709,01/02/2021,256,212,0,4222,4187,אדום,9.1,31.85034025,35.03570603,Red,108,86,0,1706,1698
מבוא חורון,3709,01/03/2021,293,284,<15,5052,5015,ירוק,4,31.85034025,35.03570603,Green,37,72,7.5,830,828
מבוא חורון,3709,01/04/2021,303,293,<15,5761,5721,ירוק,3,31.85034025,35.03570603,Green,10,9,0,709,706
מבוא חורון,3709,01/05/2021,303,294,<15,6155,6112,ירוק,2,31.85034025,35.03570603,Green,0,1,0,394,391
מבוא חורון,3709,01/06/2021,303,294,<15,6350,6307,ירוק,2,31.85034025,35.03570603,Green,0,0,0,195,195
מבוא חורון,3709,01/07/2021,304,295,<15,6429,6386,ירוק,2,31.85034025,35.03570603,Green,1,1,0,79,79
מבוא חורון,3709,01/08/2021,312,304,<15,7045,6999,ירוק,2,31.85034025,35.03570603,Green,8,9,0,616,613
מבוא חורון,3709,01/09/2021,448,376,<15,8607,8554,אדום,9.3,31.85034025,35.03570603,Red,136,72,0,1562,1555
מבוא חורון,3709,01/10/2021,588,564,<15,10357,10275,כתום,6.2,31.85034025,35.03570603,Orange,140,188,0,1750,1721
מבוא חורון,3709,01/11/2021,644,606,<15,11768,11670,אדום,7.7,31.85034025,35.03570603,Red,56,42,0,1411,1395
מבוא חורון,3709,01/12/2021,652,645,<15,12623,12513,ירוק,2,31.85034025,35.03570603,Green,8,39,0,855,843
מבוא חורון,3709,01/01/2022,680,646,<15,13524,13397,צהוב,5.6,31.85034025,35.03570603,Yellow,28,1,0,901,884
מבוא חורון,3709,01/02/2022,1395,1234,<15,18138,17801,אדום,10,31.85034025,35.03570603,Red,715,588,0,4614,4404
מבוא חורון,3709,01/03/2022,1660,1635,<15,18953,18583,כתום,6.6,31.85034025,35.03570603,Orange,265,401,0,815,782
מבוא חורון,3709,01/04/2022,1725,1708,<15,19198,18779,אדום,10,31.85034025,35.03570603,Red,65,73,0,245,196
מבוא חורון,3709,01/05/2022,1746,1743,<15,19333,18888,ירוק,4.5,31.85034025,35.03570603,Green,21,35,0,135,109
מבוא חורון,3709,01/06/2022,1764,1750,<15,19413,18966,צהוב,4.9,31.85034025,35.03570603,Yellow,18,7,0,80,78
מזכרת בתיה,28,01/04/2020,<15,0,0,231,231,,,31.8514378,34.8411635,,1764,1750,7.5,19413,18966
מזכרת בתיה,28,01/05/2020,<15,<15,0,554,509,,,31.8514378,34.8411635,,0,7.5,0,323,278
מזכרת בתיה,28,01/06/2020,15,<15,0,889,835,,,31.8514378,34.8411635,,7.5,0,0,335,326
מזכרת בתיה,28,01/07/2020,30,<15,0,2106,2022,,,31.8514378,34.8411635,,15,0,0,1217,1187
מזכרת בתיה,28,01/08/2020,114,71,<15,3436,3275,,,31.8514378,34.8411635,,84,63.5,7.5,1330,1253
מזכרת בתיה,28,01/09/2020,135,110,<15,4192,3987,ירוק,3.5,31.8514378,34.8411635,Green,21,39,0,756,712
מזכרת בתיה,28,01/10/2020,280,178,<15,6161,5900,כתום,7.2,31.8514378,34.8411635,Orange,145,68,0,1969,1913
מזכרת בתיה,28,01/11/2020,321,302,<15,7677,7366,ירוק,2.5,31.8514378,34.8411635,Green,41,124,0,1516,1466
מזכרת בתיה,28,01/12/2020,327,307,<15,9985,9637,ירוק,2.1,31.8514378,34.8411635,Green,6,5,0,2308,2271
מזכרת בתיה,28,01/01/2021,408,356,<15,14825,14452,צהוב,5.3,31.8514378,34.8411635,Yellow,81,49,0,4840,4815
מזכרת בתיה,28,01/02/2021,586,498,<15,19358,18951,כתום,6.2,31.8514378,34.8411635,Orange,178,142,0,4533,4499
מזכרת בתיה,28,01/03/2021,725,694,<15,22823,22379,ירוק,2.7,31.8514378,34.8411635,Green,139,196,0,3465,3428
מזכרת בתיה,28,01/04/2021,756,732,<15,26035,25577,ירוק,3,31.8514378,34.8411635,Green,31,38,0,3212,3198
מזכרת בתיה,28,01/05/2021,759,737,<15,27871,27406,ירוק,1.8,31.8514378,34.8411635,Green,3,5,0,1836,1829
מזכרת בתיה,28,01/06/2021,760,739,<15,29222,28754,ירוק,2,31.8514378,34.8411635,Green,1,2,0,1351,1348
מזכרת בתיה,28,01/07/2021,767,742,<15,30714,30241,ירוק,2.3,31.8514378,34.8411635,Green,7,3,0,1492,1487
מזכרת בתיה,28,01/08/2021,841,766,<15,35753,35265,כתום,7.2,31.8514378,34.8411635,Orange,74,24,0,5039,5024
מזכרת בתיה,28,01/09/2021,1267,1108,<15,45865,45307,כתום,6.6,31.8514378,34.8411635,Orange,426,342,0,10112,10042
מזכרת בתיה,28,01/10/2021,1533,1475,<15,54328,53641,ירוק,3.4,31.8514378,34.8411635,Green,266,367,0,8463,8334
מזכרת בתיה,28,01/11/2021,1540,1521,<15,58725,57929,ירוק,1.9,31.8514378,34.8411635,Green,7,46,0,4397,4288
מזכרת בתיה,28,01/12/2021,1548,1527,<15,63087,62241,ירוק,2.6,31.8514378,34.8411635,Green,8,6,0,4362,4312
מזכרת בתיה,28,01/01/2022,1597,1542,<15,70251,69373,כתום,6.1,31.8514378,34.8411635,Orange,49,15,0,7164,7132
מזכרת בתיה,28,01/02/2022,5013,4140,<15,99608,96993,אדום,10,31.8514378,34.8411635,Red,3416,2598,0,29357,27620
מזכרת בתיה,28,01/03/2022,6895,6671,<15,108337,105103,אדום,8.9,31.8514378,34.8411635,Red,1882,2531,0,8729,8110
מזכרת בתיה,28,01/04/2022,7767,7586,<15,113385,109320,אדום,9.8,31.8514378,34.8411635,Red,872,915,0,5048,4217
מזכרת בתיה,28,01/05/2022,8151,8098,<15,117019,112146,כתום,6.6,31.8514378,34.8411635,Orange,384,512,0,3634,2826
מזכרת בתיה,28,01/06/2022,8315,8267,<15,118797,113727,אדום,8,31.8514378,34.8411635,Red,164,169,0,1778,1581
נווה דניאל,3725,01/04/2020,<15,<15,0,77,70,,,31.6761931,35.1428321,,8315,8267,7.5,118797,113727
נווה דניאל,3725,01/05/2020,16,<15,0,200,140,,,31.6761931,35.1428321,,8.5,0,0,123,70
נווה דניאל,3725,01/06/2020,16,<15,0,269,191,,,31.6761931,35.1428321,,0,0,0,69,51
נווה דניאל,3725,01/07/2020,16,<15,0,350,271,,,31.6761931,35.1428321,,0,0,0,81,80
נווה דניאל,3725,01/08/2020,23,16,0,467,385,,,31.6761931,35.1428321,,7,8.5,0,117,114
נווה דניאל,3725,01/09/2020,23,21,0,562,479,ירוק,2,31.6761931,35.1428321,Green,0,5,0,95,94
נווה דניאל,3725,01/10/2020,38,30,0,815,730,צהוב,5.1,31.6761931,35.1428321,Yellow,15,9,0,253,251
נווה דניאל,3725,01/11/2020,61,59,0,1233,1138,ירוק,2.1,31.6761931,35.1428321,Green,23,29,0,418,408
נווה דניאל,3725,01/12/2020,70,62,0,1831,1732,ירוק,3.8,31.6761931,35.1428321,Green,9,3,0,598,594
נווה דניאל,3725,01/01/2021,121,101,0,3725,3625,כתום,6.5,31.6761931,35.1428321,Orange,51,39,0,1894,1893
נווה דניאל,3725,01/02/2021,258,223,0,5856,5745,כתום,7.1,31.6761931,35.1428321,Orange,137,122,0,2131,2120
נווה דניאל,3725,01/03/2021,282,275,0,6791,6678,ירוק,4.5,31.6761931,35.1428321,Green,24,52,0,935,933
נווה דניאל,3725,01/04/2021,300,289,0,7686,7558,צהוב,5.8,31.6761931,35.1428321,Yellow,18,14,0,895,880
נווה דניאל,3725,01/05/2021,301,297,0,8134,8000,ירוק,2,31.6761931,35.1428321,Green,1,8,0,448,442
נווה דניאל,3725,01/06/2021,303,297,0,8377,8243,ירוק,3.8,31.6761931,35.1428321,Green,2,0,0,243,243
נווה דניאל,3725,01/07/2021,303,298,0,8648,8514,ירוק,2,31.6761931,35.1428321,Green,0,1,0,271,271
נווה דניאל,3725,01/08/2021,306,302,0,9310,9176,ירוק,2.4,31.6761931,35.1428321,Green,3,4,0,662,662
נווה דניאל,3725,01/09/2021,353,327,0,10957,10823,כתום,6.6,31.6761931,35.1428321,Orange,47,25,0,1647,1647
נווה דניאל,3725,01/10/2021,403,395,0,12296,12152,ירוק,4.3,31.6761931,35.1428321,Green,50,68,0,1339,1329
נווה דניאל,3725,01/11/2021,433,423,0,13274,13121,צהוב,5.6,31.6761931,35.1428321,Yellow,30,28,0,978,969
נווה דניאל,3725,01/12/2021,445,440,0,14149,13982,ירוק,2,31.6761931,35.1428321,Green,12,17,0,875,861
נווה דניאל,3725,01/01/2022,468,445,0,15226,15052,כתום,6.3,31.6761931,35.1428321,Orange,23,5,0,1077,1070
נווה דניאל,3725,01/02/2022,1182,1022,0,18798,18539,אדום,10,31.6761931,35.1428321,Red,714,577,0,3572,3487
נווה דניאל,3725,01/03/2022,1431,1403,0,19703,19389,אדום,9.5,31.6761931,35.1428321,Red,249,381,0,905,850
נווה דניאל,3725,01/04/2022,1518,1485,0,20161,19774,אדום,10,31.6761931,35.1428321,Red,87,82,0,458,385
נווה דניאל,3725,01/05/2022,1559,1558,0,20599,20130,צהוב,5.8,31.6761931,35.1428321,Yellow,41,73,0,438,356
נווה דניאל,3725,01/06/2022,1575,1575,0,20831,20344,ירוק,4.5,31.6761931,35.1428321,Green,16,17,0,232,214
נוף הגליל,1061,01/04/2020,16,0,0,216,211,,,32.7023065,35.3183216,,1575,1575,0,20831,20344
נוף הגליל,1061,01/05/2020,28,18,<15,1742,1649,,,32.7023065,35.3183216,,12,18,7.5,1526,1438
נוף הגליל,1061,01/06/2020,28,22,<15,2464,2339,,,32.7023065,35.3183216,,0,4,0,722,690
נוף הגליל,1061,01/07/2020,33,23,<15,3880,3749,,,32.7023065,35.3183216,,5,1,0,1416,1410
נוף הגליל,1061,01/08/2020,98,49,<15,5662,5483,,,32.7023065,35.3183216,,65,26,0,1782,1734
נוף הגליל,1061,01/09/2020,207,132,<15,8550,8276,צהוב,4.9,32.7023065,35.3183216,Yellow,109,83,0,2888,2793
נוף הגליל,1061,01/10/2020,560,321,<15,13958,13525,כתום,7.2,32.7023065,35.3183216,Orange,353,189,0,5408,5249
נוף הגליל,1061,01/11/2020,729,629,<15,18505,17822,ירוק,3.6,32.7023065,35.3183216,Green,169,308,0,4547,4297
נוף הגליל,1061,01/12/2020,891,755,<15,24029,23267,צהוב,5.6,32.7023065,35.3183216,Yellow,162,126,0,5524,5445
נוף הגליל,1061,01/01/2021,1364,1069,17,36720,35793,כתום,7.3,32.7023065,35.3183216,Orange,473,314,9.5,12691,12526
נוף הגליל,1061,01/02/2021,2185,1903,26,49699,48580,צהוב,5.7,32.7023065,35.3183216,Yellow,821,834,9,12979,12787
נוף הגליל,1061,01/03/2021,2631,2327,31,56984,55698,אדום,7.7,32.7023065,35.3183216,Red,446,424,5,7285,7118
נוף הגליל,1061,01/04/2021,2895,2789,32,69454,67929,ירוק,1.2,32.7023065,35.3183216,Green,264,462,1,12470,12231
נוף הגליל,1061,01/05/2021,2909,2827,32,78991,77378,ירוק,1.6,32.7023065,35.3183216,Green,14,38,0,9537,9449
נוף הגליל,1061,01/06/2021,2912,2837,32,82259,80615,ירוק,1.2,32.7023065,35.3183216,Green,3,10,0,3268,3237
נוף הגליל,1061,01/07/2021,2913,2840,32,84856,83207,ירוק,0.8,32.7023065,35.3183216,Green,1,3,0,2597,2592
נוף הגליל,1061,01/08/2021,2993,2865,33,92253,90575,כתום,6.1,32.7023065,35.3183216,Orange,80,25,1,7397,7368
נוף הגליל,1061,01/09/2021,3855,3373,37,109770,107923,אדום,7.8,32.7023065,35.3183216,Red,862,508,4,17517,17348
נוף הגליל,1061,01/10/2021,4451,4218,39,125825,123751,צהוב,5,32.7023065,35.3183216,Yellow,596,845,2,16055,15828
נוף הגליל,1061,01/11/2021,4650,4525,40,140449,138143,ירוק,2.9,32.7023065,35.3183216,Green,199,307,1,14624,14392
נוף הגליל,1061,01/12/2021,4714,4607,40,152978,150531,ירוק,4.3,32.7023065,35.3183216,Green,64,82,0,12529,12388
נוף הגליל,1061,01/01/2022,4874,4668,40,167972,165412,אדום,7.8,32.7023065,35.3183216,Red,160,61,0,14994,14881
נוף הגליל,1061,01/02/2022,12753,10530,47,227898,222468,אדום,10,32.7023065,35.3183216,Red,7879,5862,7,59926,57056
נוף הגליל,1061,01/03/2022,16448,15965,58,248225,240987,כתום,7.4,32.7023065,35.3183216,Orange,3695,5435,11,20327,18519
נוף הגליל,1061,01/04/2022,17396,17065,59,259932,250676,אדום,8.9,32.7023065,35.3183216,Red,948,1100,1,11707,9689
נוף הגליל,1061,01/05/2022,17951,17787,60,270227,258662,צהוב,5,32.7023065,35.3183216,Yellow,555,722,1,10295,7986
נוף הגליל,1061,01/06/2022,18257,18095,60,281531,268984,כתום,6.1,32.7023065,35.3183216,Orange,306,308,0,11304,10322
נתניה,7400,01/04/2020,116,0,0,1457,1436,,,32.3286181,34.8566246,,18257,18095,60,281531,268984
נתניה,7400,01/05/2020,179,119,<15,6583,5995,,,32.3286181,34.8566246,,63,119,7.5,5126,4559
נתניה,7400,01/06/2020,197,153,<15,10934,10236,,,32.3286181,34.8566246,,18,34,0,4351,4241
נתניה,7400,01/07/2020,357,185,<15,19833,18912,,,32.3286181,34.8566246,,160,32,0,8899,8676
נתניה,7400,01/08/2020,1123,703,<15,37626,35954,,,32.3286181,34.8566246,,766,518,0,17793,17042
נתניה,7400,01/09/2020,2169,1594,24,55550,53287,צהוב,5.3,32.3286181,34.8566246,Yellow,1046,891,16.5,17924,17333
נתניה,7400,01/10/2020,5531,3489,32,87733,84461,אדום,8.4,32.3286181,34.8566246,Red,3362,1895,8,32183,31174
נתניה,7400,01/11/2020,7099,6519,59,116302,111617,ירוק,3.8,32.3286181,34.8566246,Green,1568,3030,27,28569,27156
נתניה,7400,01/12/2020,7361,6931,70,144104,138880,ירוק,3.4,32.3286181,34.8566246,Green,262,412,11,27802,27263
נתניה,7400,01/01/2021,8654,7683,76,188833,183048,צהוב,5.6,32.3286181,34.8566246,Yellow,1293,752,6,44729,44168
נתניה,7400,01/02/2021,12118,10515,128,247465,240807,כתום,6.1,32.3286181,34.8566246,Orange,3464,2832,52,58632,57759
נתניה,7400,01/03/2021,15302,13631,155,294123,286540,כתום,6.5,32.3286181,34.8566246,Orange,3184,3116,27,46658,45733
נתניה,7400,01/04/2021,16929,16329,169,347022,338696,ירוק,2.4,32.3286181,34.8566246,Green,1627,2698,14,52899,52156
נתניה,7400,01/05/2021,17038,16611,175,375878,367146,ירוק,0.3,32.3286181,34.8566246,Green,109,282,6,28856,28450
נתניה,7400,01/06/2021,17056,16650,175,397907,389044,ירוק,0.1,32.3286181,34.8566246,Green,18,39,0,22029,21898
